txn_overall,amt_overall,txn_promo,amt_promo,txn_nonpromo,amt_nonpromo,customer_id,membership_days,age,income,gender_Blank,gender_F,gender_M,gender_O,offer_received,offer_viewed,offer_completed,web,email,mobile,social,difficulty,duration,reward,redeemed_reward,response_score,bogo_offer_received,disc_offer_received,info_offer_received,bogo_offer_viewed,disc_offer_viewed,info_offer_viewed,bogo_offer_completed,disc_offer_completed,info_offer_completed,bogo_response_score,disc_response_score,info_response_score,rfm_promo_score,rfm_nonpromo_score,amt_per_hour,amt_per_member_day,amt_per_income
5.0,114.11,5.0,114.11,0.0,0.0,12853,1643,80,89000,0,0,1,0,5,3,1,3,5,5,4,3.0,5.0,1.4,1.0,0.1,1,1,2,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,4.0,0.0,0.16,0.07,0.0
5.0,69.23,5.0,69.23,0.0,0.0,12854,362,50,59000,0,0,1,0,4,4,3,2,4,4,2,1.25,4.25,1.25,0.0,0.5375,1,0,2,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.48,3.33,0.0,0.1,0.19,0.0
11.0,121.81,7.0,78.64,4.0,43.17,12855,859,70,37000,0,0,1,0,2,2,2,2,2,2,1,5.0,4.5,5.0,5.0,0.975,1,0,1,1.0,0.0,1.0,1.0,0.0,1.0,0.95,0.0,1.0,4.0,3.67,0.17,0.14,0.0
7.0,15.36,5.0,10.27,2.0,5.09,12856,82,48,41000,0,1,0,0,4,3,0,4,4,3,2,10.0,6.75,6.25,0.0,0.0,3,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.67,0.02,0.19,0.0
19.0,192.09,19.0,192.09,0.0,0.0,12857,1017,71,31000,0,1,0,0,6,3,3,5,6,4,2,10.833333333333334,8.0,4.5,2.0,0.42166666666666663,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.61,0.92,1.0,3.33,0.0,0.27,0.19,0.01
12.0,130.83,12.0,130.83,0.0,0.0,12858,415,78,50000,0,0,1,0,5,5,5,3,5,5,3,8.0,6.8,3.2,3.2,0.782,1,2,1,1.0,2.0,1.0,1.0,2.0,1.0,0.96,1.5899999999999999,0.75,2.67,0.0,0.18,0.32,0.0
6.0,32.87,6.0,32.87,0.0,0.0,12859,178,55,67000,0,0,1,0,6,3,1,6,6,3,3,13.5,8.5,4.0,0.5,0.11333333333333334,0,2,0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.22666666666666668,0.0,2.33,0.0,0.05,0.18,0.0
10.0,107.76,9.0,105.37,1.0,2.39,12860,204,29,43000,0,1,0,0,4,4,3,4,4,4,4,8.5,7.25,4.5,4.0,0.505,1,2,0,1.0,2.0,0.0,1.0,1.0,0.0,0.45,0.785,0.0,1.67,3.33,0.15,0.53,0.0
1.0,0.05,0.0,0.0,1.0,0.05,12861,339,30,101000,1,0,0,0,5,4,0,4,5,5,4,8.0,7.2,4.8,0.0,0.0,2,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0
3.0,45.71,0.0,0.0,3.0,45.71,12862,196,80,73000,0,1,0,0,2,1,0,1,2,2,1,10.0,7.0,6.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.06,0.23,0.0
11.0,165.04,11.0,165.04,0.0,0.0,12863,674,73,57000,0,1,0,0,5,5,5,5,5,5,3,9.0,6.8,4.2,4.2,0.842,2,2,0,2.0,2.0,0.0,2.0,2.0,0.0,1.9,1.5950000000000002,0.0,1.67,0.0,0.23,0.24,0.0
19.0,343.55,19.0,343.55,0.0,0.0,12864,802,43,66000,0,1,0,0,4,3,3,4,4,3,2,12.5,9.25,2.75,1.5,0.725,0,3,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.95,0.0,3.67,0.0,0.48,0.43,0.01
11.0,49.08,11.0,49.08,0.0,0.0,12865,155,31,38000,0,0,1,0,5,5,4,3,5,5,5,4.8,6.0,1.6,1.6,0.47400000000000003,0,2,1,0.0,2.0,1.0,0.0,2.0,0.5,0.0,1.21,0.25,1.33,0.0,0.07,0.32,0.0
7.0,13.23,6.0,12.74,1.0,0.49,12866,36,51,61000,1,0,0,0,5,5,0,5,5,3,3,12.8,7.8,5.2,0.0,0.0,1,2,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.33,0.02,0.37,0.0
5.0,7.59,4.0,6.98,1.0,0.61,12867,291,70,42000,0,1,0,0,5,3,1,4,5,5,3,4.0,5.8,2.4,0.0,0.016,2,1,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08,2.0,3.67,0.01,0.03,0.0
5.0,83.2,5.0,83.2,0.0,0.0,12868,286,84,74000,0,1,0,0,4,3,1,4,4,3,1,8.75,6.5,3.0,0.5,0.17,1,2,1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.68,0.0,3.0,0.0,0.12,0.29,0.0
16.0,29.67,15.0,28.47,1.0,1.2,12869,695,50,58000,1,0,0,0,5,3,1,5,5,4,3,12.0,7.4,5.8,0.4,0.08,1,3,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,1.0,1.33,0.04,0.04,0.0
5.0,9.75,4.0,8.89,1.0,0.86,12870,4,55,65000,1,0,0,0,5,4,0,4,5,5,2,8.4,7.0,4.4,0.0,0.0,2,2,0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,2.0,0.01,2.44,0.0
4.0,48.09,0.0,0.0,4.0,48.09,12871,37,44,58000,0,0,1,0,3,3,0,3,3,1,1,15.666666666666666,9.0,4.333333333333333,0.0,0.0,0,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.07,1.3,0.0
3.0,5.26,3.0,5.26,0.0,0.0,12872,22,73,58000,1,0,0,0,4,4,0,3,4,3,2,11.25,7.25,7.5,0.0,0.0,3,1,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.01,0.24,0.0
27.0,76.3,26.0,75.82,1.0,0.48,12873,370,34,37000,0,1,0,0,6,5,4,6,6,5,4,10.333333333333334,8.166666666666666,3.1666666666666665,1.5,0.47500000000000003,1,4,0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2.12,0.0,3.0,1.67,0.11,0.21,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12874,300,61,64000,0,1,0,0,3,3,0,3,3,2,1,9.0,7.0,2.6666666666666665,0.0,0.0,0,2,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,151.47,9.0,151.47,0.0,0.0,12875,720,84,62000,0,1,0,0,4,4,4,4,4,4,2,6.0,6.25,2.0,2.0,0.7675,0,2,1,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.43,0.75,3.67,0.0,0.21,0.21,0.0
5.0,129.24,4.0,92.62,1.0,36.62,12876,1063,87,86000,0,1,0,0,4,4,2,2,4,3,3,10.0,7.5,4.25,3.0,0.145,1,2,1,1.0,2.0,1.0,1.0,1.0,0.0,0.43,0.15,0.0,4.67,4.0,0.18,0.12,0.0
5.0,14.23,2.0,9.13,3.0,5.1,12877,266,40,53000,0,1,0,0,4,1,0,4,4,3,1,8.75,7.75,3.0,0.0,0.0,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,2.33,0.02,0.05,0.0
14.0,152.26,13.0,144.83,1.0,7.43,12878,1025,41,39000,0,1,0,0,4,2,2,4,4,4,2,5.5,5.75,2.5,2.0,0.4275,1,2,1,1.0,1.0,0.0,1.0,1.0,0.0,0.85,0.86,0.0,1.67,3.67,0.21,0.15,0.0
8.0,148.07,8.0,148.07,0.0,0.0,12879,496,53,71000,0,1,0,0,4,4,4,4,4,4,1,3.0,5.5,2.0,2.0,0.7175,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.68,0.57,0.81,4.33,0.0,0.21,0.3,0.0
9.0,24.8,9.0,24.8,0.0,0.0,12880,661,91,44000,1,0,0,0,5,5,2,3,5,5,3,5.0,6.0,1.8,0.4,0.32999999999999996,1,2,1,1.0,2.0,1.0,0.0,1.0,0.5,0.0,0.65,0.5,2.0,0.0,0.03,0.04,0.0
4.0,6.1,2.0,3.39,2.0,2.71,12881,233,84,72000,1,0,0,0,5,5,1,4,5,5,3,5.0,5.8,3.4,0.0,0.088,2,1,2,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.44,3.67,3.67,0.01,0.03,0.0
13.0,179.42,12.0,160.66,1.0,18.76,12882,246,51,41000,0,0,1,0,5,3,2,4,5,4,2,10.0,7.4,2.2,0.4,0.314,0,3,1,0.0,1.5,1.0,0.0,1.0,1.0,0.0,0.9,0.67,1.67,3.0,0.25,0.73,0.0
17.0,44.22,16.0,40.59,1.0,3.63,12883,1107,53,50000,0,0,1,0,5,3,2,4,5,3,3,13.0,8.4,5.4,1.4,0.11400000000000002,2,2,0,2.0,1.0,0.0,1.0,1.0,0.0,0.25,0.32,0.0,2.33,1.67,0.06,0.04,0.0
1.0,26.04,1.0,26.04,0.0,0.0,12884,954,74,94000,0,1,0,0,6,3,1,6,6,5,3,8.666666666666666,6.833333333333333,4.166666666666667,0.8333333333333334,0.14166666666666666,2,3,0,1.0,1.0,0.0,0.5,0.0,0.0,0.425,0.0,0.0,3.67,0.0,0.04,0.03,0.0
6.0,16.18,4.0,13.97,2.0,2.21,12885,217,27,73000,0,0,1,0,5,2,1,4,5,5,2,6.0,5.8,2.8,0.0,0.11599999999999999,2,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.58,1.67,3.0,0.02,0.07,0.0
11.0,36.13,9.0,31.46,2.0,4.67,12886,764,21,44000,0,1,0,0,3,3,1,3,3,3,3,8.333333333333334,6.666666666666667,5.666666666666667,0.6666666666666666,0.25,2,1,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,3.0,2.0,0.05,0.05,0.0
12.0,202.08,12.0,202.08,0.0,0.0,12887,740,37,72000,0,0,1,0,5,5,5,4,5,5,5,6.4,6.0,4.0,4.0,0.9019999999999999,2,2,1,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5899999999999999,0.92,4.0,0.0,0.28,0.27,0.0
3.0,89.97,2.0,60.69,1.0,29.28,12888,769,57,111000,0,0,1,0,4,3,0,2,4,4,3,8.0,7.0,7.0,0.0,0.0,2,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.67,0.13,0.12,0.0
3.0,90.23,3.0,90.23,0.0,0.0,12889,271,65,120000,0,1,0,0,5,4,2,2,5,4,4,9.0,6.4,6.0,3.0,0.20600000000000002,2,1,1,2.0,0.0,1.0,1.5,0.0,0.0,0.5650000000000001,0.0,0.0,5.0,0.0,0.13,0.33,0.0
11.0,216.92,11.0,216.92,0.0,0.0,12890,686,89,81000,0,0,0,1,5,5,4,3,5,4,3,9.4,6.8,4.0,2.0,0.516,1,3,1,1.0,3.0,1.0,0.0,3.0,1.0,0.0,1.8299999999999998,0.75,2.33,0.0,0.3,0.32,0.0
5.0,13.41,5.0,13.41,0.0,0.0,12891,245,79,39000,0,0,1,0,4,1,0,4,4,3,1,8.75,6.5,3.0,0.0,0.0,1,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.02,0.05,0.0
12.0,165.49,10.0,146.54,2.0,18.95,12892,627,37,52000,0,1,0,0,3,3,3,2,3,3,3,4.666666666666667,5.666666666666667,2.0,2.0,0.93,0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.98,0.83,1.67,3.33,0.23,0.26,0.0
6.0,15.16,3.0,5.76,3.0,9.4,12893,154,51,43000,0,0,1,0,4,2,0,4,4,4,3,6.75,6.0,5.75,0.0,0.0,3,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.1,0.0
5.0,6.51,2.0,1.44,3.0,5.07,12894,193,40,41000,0,0,1,0,2,2,1,2,2,2,1,2.5,4.5,2.5,0.0,0.28,1,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.56,2.67,2.33,0.01,0.03,0.0
3.0,80.55,2.0,56.68,1.0,23.87,12895,230,60,100000,0,0,1,0,4,3,1,4,4,3,2,8.0,6.5,3.25,0.75,0.1875,1,2,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,4.67,4.33,0.11,0.35,0.0
4.0,16.32,4.0,16.32,0.0,0.0,12896,182,27,62000,0,1,0,0,4,2,1,3,4,3,2,11.25,8.5,5.5,0.5,0.15,2,2,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,4.0,0.0,0.02,0.09,0.0
4.0,86.47,3.0,71.43,1.0,15.04,12897,186,43,72000,0,0,1,0,3,3,1,3,3,2,2,13.333333333333334,8.333333333333334,5.666666666666667,3.3333333333333335,0.13333333333333333,1,2,0,1.0,2.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,2.33,3.67,0.12,0.46,0.0
13.0,157.47,9.0,96.19,4.0,61.28,12898,617,53,49000,0,0,1,0,3,2,2,2,3,3,2,3.3333333333333335,4.0,3.3333333333333335,3.3333333333333335,0.44333333333333336,1,0,2,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.83,3.67,4.0,0.22,0.26,0.0
15.0,43.93,15.0,43.93,0.0,0.0,12899,550,33,50000,0,0,1,0,5,3,1,5,5,5,2,6.0,6.0,2.8,0.4,0.196,1,2,1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.98,0.0,2.33,0.0,0.06,0.08,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12900,123,36,60000,0,0,1,0,5,1,0,5,5,3,2,14.0,8.4,4.8,0.0,0.0,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,176.83,9.0,163.23,1.0,13.6,12901,377,66,74000,0,1,0,0,3,3,3,2,3,3,1,6.666666666666667,6.0,4.0,4.0,0.6933333333333334,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.82,0.82,0.44,2.0,2.33,0.25,0.47,0.0
7.0,74.99,6.0,63.43,1.0,11.56,12902,1,85,45000,0,0,1,0,4,2,2,4,4,4,2,3.0,5.0,2.0,2.0,0.2525,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.3,0.71,0.0,3.0,4.0,0.11,74.99,0.0
20.0,200.08,19.0,185.49,1.0,14.59,12903,452,23,36000,0,0,1,0,5,4,4,5,5,5,3,7.4,6.6,3.4,3.4,0.6739999999999999,1,3,1,1.0,3.0,0.0,1.0,3.0,0.0,0.95,2.42,0.0,1.67,2.67,0.28,0.44,0.01
12.0,112.91,9.0,73.42,3.0,39.49,12904,331,81,36000,0,1,0,0,4,2,1,4,4,4,1,6.75,7.0,3.75,1.25,0.25,1,2,0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,3.33,2.67,0.16,0.34,0.0
4.0,4.91,4.0,4.91,0.0,0.0,12905,181,75,42000,0,0,1,0,5,4,0,2,5,4,4,8.0,5.6,5.0,0.0,0.0,2,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.01,0.03,0.0
4.0,99.1,3.0,77.2,1.0,21.9,12906,816,59,98000,0,0,1,0,5,3,2,4,5,4,4,9.4,6.0,5.6,2.6,0.26399999999999996,1,2,1,1.0,1.0,0.0,0.5,1.0,0.0,0.25,0.82,0.0,3.0,3.33,0.14,0.12,0.0
11.0,236.39,11.0,236.39,0.0,0.0,12907,748,72,87000,0,1,0,0,5,4,2,5,5,5,4,7.8,7.2,4.6,1.0,0.384,2,2,0,1.0,2.0,0.0,0.0,1.5,0.0,0.0,1.42,0.0,2.67,0.0,0.33,0.32,0.0
13.0,241.27,13.0,241.27,0.0,0.0,12908,446,54,86000,0,1,0,0,4,4,3,3,4,4,2,5.0,6.0,1.0,0.5,0.665,0,2,2,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.89,1.77,2.0,0.0,0.34,0.54,0.0
3.0,2.54,3.0,2.54,0.0,0.0,12909,86,42,53000,1,0,0,0,6,6,1,4,6,6,4,6.166666666666667,6.0,4.166666666666667,0.0,0.055,3,2,1,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.33,2.33,0.0,0.0,0.03,0.0
7.0,157.53,7.0,157.53,0.0,0.0,12910,301,58,82000,0,0,1,0,5,5,5,4,5,4,2,10.4,7.6,5.0,5.0,0.716,2,3,0,2.0,3.0,0.0,2.0,3.0,0.0,1.5,2.08,0.0,2.33,0.0,0.22,0.52,0.0
8.0,187.87,6.0,131.28,2.0,56.59,12911,502,52,88000,0,1,0,0,3,3,3,2,3,3,2,1.6666666666666667,4.0,1.6666666666666667,1.6666666666666667,0.7866666666666666,1,0,2,1.0,0.0,2.0,1.0,0.0,2.0,0.5,0.0,1.8599999999999999,3.67,2.67,0.26,0.37,0.0
3.0,77.76,3.0,77.76,0.0,0.0,12912,355,48,93000,0,1,0,0,6,4,1,6,6,6,3,7.0,7.166666666666667,3.6666666666666665,0.3333333333333333,0.14166666666666666,2,3,0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.85,0.0,4.67,0.0,0.11,0.22,0.0
10.0,251.56,10.0,251.56,0.0,0.0,12913,718,61,105000,0,1,0,0,6,4,3,5,6,6,5,6.5,5.666666666666667,5.166666666666667,1.0,0.43166666666666664,2,1,1,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.96,0.67,3.33,0.0,0.35,0.35,0.0
7.0,155.41,7.0,155.41,0.0,0.0,12914,848,89,82000,0,1,0,0,5,4,2,5,5,4,2,8.0,6.6,3.4,0.4,0.366,1,2,1,1.0,2.0,0.5,0.0,1.0,0.5,0.0,0.95,0.44,4.0,0.0,0.22,0.18,0.0
7.0,111.95,3.0,54.42,4.0,57.53,12915,914,72,72000,0,1,0,0,2,1,0,1,2,2,1,10.0,7.0,6.0,0.0,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.33,0.16,0.12,0.0
16.0,331.15,14.0,295.47,2.0,35.68,12916,32,67,74000,0,1,0,0,5,5,4,4,5,5,3,5.8,6.4,4.2,4.2,0.586,2,1,1,2.0,1.0,1.0,2.0,1.0,0.0,1.29,0.82,0.0,3.67,4.0,0.46,10.35,0.0
9.0,126.18,8.0,106.93,1.0,19.25,12917,1306,67,64000,0,0,1,0,4,4,2,2,4,4,3,10.0,6.5,8.0,5.0,0.4075,2,1,0,2.0,1.0,0.0,1.5,0.0,0.0,1.165,0.0,0.0,3.33,2.67,0.18,0.1,0.0
11.0,98.52,8.0,80.01,3.0,18.51,12918,66,42,42000,0,0,1,0,4,3,2,4,4,4,0,8.75,7.0,2.75,1.0,0.445,1,1,0,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.5933333333333334,0.0,2.33,3.67,0.14,1.49,0.0
8.0,228.54,8.0,228.54,0.0,0.0,12919,943,81,89000,0,1,0,0,6,6,5,4,6,6,6,8.666666666666666,6.833333333333333,6.666666666666667,6.166666666666667,0.6699999999999999,3,2,0,3.0,2.0,0.0,3.0,1.0,0.0,2.51,0.55,0.0,4.0,0.0,0.32,0.24,0.0
24.0,87.72,23.0,85.37,1.0,2.35,12920,458,91,59000,0,0,1,0,6,4,3,4,6,6,4,3.6666666666666665,4.833333333333333,3.0,0.5,0.42333333333333334,2,1,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.54,1.0,2.0,2.67,0.12,0.19,0.0
4.0,101.67,3.0,79.01,1.0,22.66,12921,837,59,74000,0,1,0,0,3,1,1,2,3,3,1,5.0,5.666666666666667,2.3333333333333335,0.0,0.25,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,4.67,2.67,0.14,0.12,0.0
10.0,186.17,9.0,170.44,1.0,15.73,12922,520,67,71000,0,0,1,0,4,4,3,4,4,3,1,8.75,6.5,3.0,1.75,0.66,1,2,1,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.83,0.81,4.33,2.0,0.26,0.36,0.0
9.0,15.9,9.0,15.9,0.0,0.0,12923,405,47,51000,1,0,0,0,5,4,1,4,5,4,4,12.0,8.4,5.8,0.4,0.13999999999999999,2,2,0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.35,0.0,1.67,0.0,0.02,0.04,0.0
12.0,123.05,10.0,108.42,2.0,14.63,12924,147,74,43000,0,0,1,0,3,2,2,3,3,3,2,8.333333333333334,7.333333333333333,3.0,2.3333333333333335,0.5733333333333334,1,2,0,1.0,1.0,0.0,1.0,1.0,0.0,0.9,0.82,0.0,2.0,2.0,0.17,0.84,0.0
3.0,601.39,3.0,601.39,0.0,0.0,12925,954,53,76000,0,1,0,0,6,6,4,5,6,6,4,5.833333333333333,6.333333333333333,4.5,3.6666666666666665,0.4083333333333334,3,1,1,3.0,1.0,1.0,2.5,1.0,0.0,1.425,0.6,0.0,3.67,0.0,0.84,0.63,0.01
8.0,139.48,7.0,112.27,1.0,27.21,12926,398,53,80000,0,0,1,0,3,1,1,3,3,3,1,5.0,7.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.33,0.2,0.35,0.0
1.0,19.35,1.0,19.35,0.0,0.0,12927,102,80,105000,0,1,0,0,5,2,1,5,5,3,2,13.0,7.4,5.4,1.0,0.16999999999999998,2,2,0,2.0,0.0,0.0,1.0,0.0,0.0,0.85,0.0,0.0,4.67,0.0,0.03,0.19,0.0
3.0,11.05,3.0,11.05,0.0,0.0,12928,134,53,54000,0,0,1,0,4,3,1,3,4,4,2,8.0,7.0,5.0,0.5,0.09,2,2,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.36,0.0,4.0,0.0,0.02,0.08,0.0
6.0,16.88,5.0,14.49,1.0,2.39,12929,107,76,52000,0,1,0,0,5,3,1,5,5,5,3,4.0,5.2,4.0,1.0,0.15,2,0,1,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,3.0,1.67,0.02,0.16,0.0
5.0,19.58,4.0,12.33,1.0,7.25,12930,125,71,50000,0,0,1,0,5,5,1,3,5,5,5,5.0,5.2,3.4,0.0,0.11599999999999999,2,1,1,2.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.29,4.0,3.33,0.03,0.16,0.0
4.0,105.03,4.0,105.03,0.0,0.0,12931,267,75,89000,0,1,0,0,4,1,1,3,4,2,2,12.5,8.25,3.0,0.5,0.0875,0,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35,0.0,3.67,0.0,0.15,0.39,0.0
11.0,217.86,11.0,217.86,0.0,0.0,12932,1005,51,66000,0,0,1,0,5,5,5,4,5,5,3,7.0,6.2,5.4,5.4,0.696,3,1,0,3.0,1.0,0.0,3.0,1.0,0.0,2.0999999999999996,0.93,0.0,2.67,0.0,0.31,0.22,0.0
2.0,63.99,2.0,63.99,0.0,0.0,12933,275,88,49000,0,0,1,0,4,2,1,2,4,3,2,7.5,5.75,1.75,0.0,0.25,0,2,1,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,4.33,0.0,0.09,0.23,0.0
4.0,87.5,2.0,49.06,2.0,38.44,12934,95,37,97000,0,0,1,0,4,4,3,4,4,4,3,6.75,6.0,3.75,3.0,0.365,1,2,0,1.0,2.0,0.0,1.0,1.0,0.0,0.55,0.36,0.0,2.67,3.33,0.12,0.92,0.0
9.0,17.67,9.0,17.67,0.0,0.0,12935,232,47,43000,0,0,1,0,4,3,1,1,4,4,3,6.25,6.0,6.25,0.0,0.23,2,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.92,1.0,0.0,0.02,0.08,0.0
10.0,18.02,10.0,18.02,0.0,0.0,12936,192,57,62000,0,0,1,0,5,3,0,5,5,4,3,9.0,5.8,6.0,0.0,0.0,2,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.03,0.09,0.0
7.0,22.54,3.0,12.43,4.0,10.11,12937,158,19,74000,0,0,1,0,3,2,0,2,3,3,2,3.3333333333333335,4.0,3.3333333333333335,0.0,0.0,1,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,0.03,0.14,0.0
8.0,183.5,8.0,183.5,0.0,0.0,12938,259,85,79000,0,0,1,0,6,5,5,5,6,5,4,9.166666666666666,6.833333333333333,5.333333333333333,5.333333333333333,0.595,3,2,1,3.0,2.0,0.0,3.0,2.0,0.0,1.94,1.63,0.0,2.33,0.0,0.26,0.71,0.0
4.0,129.71,4.0,129.71,0.0,0.0,12939,35,90,108000,0,0,1,0,6,3,1,5,6,5,1,6.666666666666667,6.0,2.8333333333333335,1.6666666666666667,0.11333333333333334,1,2,1,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.68,0.0,0.0,4.0,0.0,0.18,3.71,0.0
16.0,163.31,16.0,163.31,0.0,0.0,12940,713,57,40000,0,1,0,0,5,4,2,5,5,3,2,13.0,8.4,3.8,2.0,0.31,1,3,0,1.0,2.5,0.0,1.0,0.5,0.0,0.8,0.375,0.0,3.33,0.0,0.23,0.23,0.0
1.0,21.67,1.0,21.67,0.0,0.0,12941,1522,49,71000,0,0,1,0,3,3,1,2,3,3,2,5.0,5.0,5.0,3.3333333333333335,0.09999999999999999,2,0,1,2.0,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.0,4.67,0.0,0.03,0.01,0.0
3.0,5.89,3.0,5.89,0.0,0.0,12942,309,70,42000,0,0,1,0,4,2,1,3,4,3,1,8.75,6.75,3.0,0.0,0.125,1,2,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.33,0.0,0.01,0.02,0.0
7.0,78.16,7.0,78.16,0.0,0.0,12943,476,70,48000,0,0,1,0,4,3,2,3,4,4,2,5.0,4.75,3.0,2.5,0.3875,1,1,2,1.0,1.0,1.0,1.0,0.0,1.0,0.55,0.0,1.0,2.67,0.0,0.11,0.16,0.0
1.0,2.59,1.0,2.59,0.0,0.0,12944,131,35,42000,0,0,1,0,4,3,0,3,4,4,3,5.0,5.0,5.0,0.0,0.0,3,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.02,0.0
4.0,80.58,2.0,28.42,2.0,52.16,12945,95,61,73000,0,0,1,0,1,0,0,1,1,1,0,5.0,7.0,5.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,4.67,0.11,0.85,0.0
3.0,10.1,3.0,10.1,0.0,0.0,12946,169,43,36000,0,0,1,0,5,2,1,4,5,5,2,3.0,4.6,1.4,0.0,0.11599999999999999,1,1,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.58,2.33,0.0,0.01,0.06,0.0
15.0,40.39,13.0,39.28,2.0,1.11,12947,1047,18,60000,0,0,1,0,4,2,1,2,4,4,3,7.5,7.0,5.5,0.5,0.13,1,1,1,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.52,0.0,1.67,3.0,0.06,0.04,0.0
