txn_overall,amt_overall,txn_promo,amt_promo,txn_nonpromo,amt_nonpromo,membership_days,age,income,gender_Blank,gender_F,gender_M,gender_O,offer_received,offer_viewed,offer_completed,web,email,mobile,social,difficulty,duration,reward,redeemed_reward,response_score,bogo_offer_received,disc_offer_received,info_offer_received,bogo_offer_viewed,disc_offer_viewed,info_offer_viewed,bogo_offer_completed,disc_offer_completed,info_offer_completed,bogo_response_score,disc_response_score,info_response_score,rfm_promo_score,rfm_nonpromo_score,amt_per_hour,amt_per_member_day,amt_per_income,cluster
5.0,59.62,4.0,40.78,1.0,18.84,1744,62,58000,0,0,1,0,5,3,2,4,5,4,3,7.4,6.4,3.6,1.6,0.2,2,2,1,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.67,0.08,0.03,0.0,5
1.0,9.78,1.0,9.78,0.0,0.0,231,18,51000,0,0,1,0,4,2,0,4,4,4,2,5.0,5.25,5.0,0.0,0.0,3,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.01,0.04,0.0,5
18.0,50.09,16.0,45.42,2.0,4.67,334,38,66000,0,0,1,0,4,4,2,3,4,4,4,6.75,7.5,1.75,1.25,0.375,0,2,1,0.0,2.0,1.0,0.0,1.5,0.0,0.0,1.16,0.0,1.33,1.67,0.07,0.15,0.0,3
5.0,21.51,4.0,19.53,1.0,1.98,210,78,106000,1,0,0,0,5,4,2,4,5,5,3,7.0,5.6,5.4,2.0,0.21,3,1,1,3.0,0.0,1.0,1.0,0.0,1.0,0.8,0.0,0.25,1.33,3.0,0.03,0.1,0.0,5
4.0,84.5,4.0,84.5,0.0,0.0,865,51,84000,0,0,1,0,4,2,2,3,4,3,2,7.5,6.25,3.75,1.25,0.4425,2,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.85,0.0,0.92,3.67,0.0,0.12,0.1,0.0,2
2.0,45.72,1.0,27.63,1.0,18.09,241,62,66000,0,1,0,0,4,3,2,2,4,4,3,3.0,5.0,2.0,2.0,0.365,1,1,1,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.46,0.0,4.67,4.33,0.06,0.19,0.0,0
5.0,8.0,4.0,6.8,1.0,1.2,262,49,70000,1,0,0,0,5,4,1,3,5,5,4,5.0,5.8,3.4,0.0,0.1379999999999999,2,1,2,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.69,3.0,2.0,0.01,0.03,0.0,2
12.0,27.12,12.0,27.12,0.0,0.0,298,42,49000,1,0,0,0,5,5,0,4,5,4,3,9.4,6.6,5.6,0.0,0.0,2,2,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.04,0.09,0.0,5
12.0,165.33,12.0,165.33,0.0,0.0,354,77,58000,0,1,0,0,6,5,5,4,6,5,4,10.0,7.166666666666667,6.166666666666667,6.166666666666667,0.6849999999999999,2,2,1,2.0,2.0,0.0,2.0,2.0,0.0,1.555,1.7,0.0,1.67,0.0,0.23,0.47,0.0,4
16.0,33.7,15.0,30.87,1.0,2.83,765,24,57000,0,0,1,0,6,4,2,5,6,6,5,5.333333333333333,5.666666666666667,3.333333333333333,0.5,0.2433333333333333,2,2,2,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.46,1.0,1.33,1.67,0.05,0.04,0.0,2
5.0,644.29,5.0,644.29,0.0,0.0,10,87,77000,0,1,0,0,4,4,4,3,4,4,2,7.5,7.75,5.5,5.5,0.6575,2,1,0,2.0,1.0,0.0,2.0,1.0,0.0,1.5,0.45,0.0,4.33,0.0,0.9,64.43,0.01,1
12.0,172.8,12.0,172.8,0.0,0.0,229,56,55000,0,1,0,0,6,6,5,5,6,5,5,9.0,6.833333333333333,5.166666666666667,4.333333333333333,0.6266666666666666,2,2,0,2.0,2.0,0.0,1.5,2.0,0.0,0.76,1.725,0.0,2.0,0.0,0.24,0.75,0.0,3
6.0,47.61,5.0,43.53,1.0,4.08,754,32,36000,0,1,0,0,3,2,1,3,3,2,2,11.333333333333334,8.0,3.6666666666666665,1.0,0.2866666666666667,0,2,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.43,0.0,4.0,3.33,0.07,0.06,0.0,0
8.0,247.78,8.0,247.78,0.0,0.0,372,58,104000,0,0,1,0,5,3,3,3,5,4,4,9.4,6.4,5.6,2.6,0.542,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.92,3.67,0.0,0.35,0.67,0.0,4
15.0,59.36,15.0,59.36,0.0,0.0,920,27,51000,0,0,1,0,5,4,2,4,5,5,5,10.0,7.4,6.8,0.8,0.2799999999999999,2,1,0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,1.33,0.0,0.08,0.06,0.0,5
9.0,28.69,9.0,28.69,0.0,0.0,305,44,67000,0,0,1,0,6,6,0,4,6,5,5,8.666666666666666,6.166666666666667,5.5,0.0,0.0,3,2,1,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.04,0.09,0.0,5
5.0,97.13,5.0,97.13,0.0,0.0,191,24,57000,0,0,1,0,4,3,1,4,4,4,3,7.5,8.5,1.5,0.5,0.1625,0,1,1,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2166666666666666,0.0,2.33,0.0,0.14,0.51,0.0,5
13.0,40.96,13.0,40.96,0.0,0.0,561,23,40000,0,0,1,0,6,2,2,5,6,4,2,9.166666666666666,7.333333333333333,2.833333333333333,0.3333333333333333,0.3083333333333333,1,2,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.85,1.0,2.33,0.0,0.06,0.07,0.0,2
5.0,69.95,5.0,69.95,0.0,0.0,214,42,52000,0,1,0,0,4,4,2,4,4,4,2,6.25,6.0,6.25,2.5,0.4649999999999999,3,0,0,3.0,0.0,0.0,1.5,0.0,0.0,1.38,0.0,0.0,4.0,0.0,0.1,0.33,0.0,4
5.0,56.54,5.0,56.54,0.0,0.0,404,63,41000,0,0,1,0,4,1,1,1,4,4,4,7.5,5.5,7.5,2.5,0.17,2,0,1,0.5,0.0,0.0,0.5,0.0,0.0,0.34,0.0,0.0,3.33,0.0,0.08,0.14,0.0,0
6.0,17.68,5.0,16.47,1.0,1.21,120,53,50000,0,0,1,0,5,2,0,5,5,5,3,5.8,6.6,4.2,0.0,0.0,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.33,0.02,0.15,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,42,92,61000,0,1,0,0,4,4,0,4,4,4,3,5.5,5.25,4.5,0.0,0.0,2,1,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2.0,6.56,1.0,4.05,1.0,2.51,311,64,52000,0,0,1,0,6,1,0,6,6,5,1,7.5,6.166666666666667,2.333333333333333,0.0,0.0,1,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.33,0.01,0.02,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,570,51,78000,0,0,1,0,2,0,0,1,2,1,1,15.0,8.5,7.5,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,113.01,7.0,98.47,1.0,14.54,629,66,55000,0,0,1,0,5,5,3,4,5,5,2,6.0,6.0,6.0,4.0,0.414,3,0,1,3.0,0.0,1.0,2.0,0.0,0.0,1.535,0.0,0.0,3.67,3.33,0.16,0.18,0.0,4
10.0,190.42,9.0,171.86,1.0,18.56,728,71,75000,0,1,0,0,4,4,3,3,4,4,3,8.75,7.25,6.75,4.25,0.6125,3,1,0,3.0,1.0,0.0,2.0,1.0,0.0,1.53,0.92,0.0,2.67,2.33,0.27,0.26,0.0,4
13.0,51.65,12.0,45.35,1.0,6.3,841,78,51000,0,1,0,0,4,3,2,3,4,3,3,8.5,6.75,2.75,0.75,0.5,0,2,1,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,2.0,3.0,0.07,0.06,0.0,2
5.0,22.37,4.0,22.04,1.0,0.33,329,54,55000,0,0,1,0,3,2,0,2,3,3,2,6.666666666666667,6.333333333333333,6.666666666666667,0.0,0.0,3,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.67,0.03,0.07,0.0,0
12.0,118.58,11.0,111.81,1.0,6.77,307,60,35000,0,0,1,0,4,3,2,3,4,3,2,8.0,6.75,3.25,2.0,0.4,1,2,1,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.6,0.0,2.67,2.33,0.17,0.39,0.0,3
5.0,7.2,4.0,5.53,1.0,1.67,137,42,45000,0,1,0,0,4,2,1,3,4,3,3,10.0,5.75,6.25,0.0,0.25,1,1,1,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.67,0.01,0.05,0.0,0
8.0,202.03,7.0,176.12,1.0,25.91,732,52,84000,0,1,0,0,5,3,3,4,5,3,3,10.0,6.6,4.0,3.0,0.514,1,1,1,1.0,0.5,0.0,1.0,0.5,0.0,0.975,0.31,0.0,2.33,3.0,0.28,0.28,0.0,4
7.0,142.08,4.0,67.27,3.0,74.81,558,54,76000,0,0,1,0,4,2,1,2,4,4,3,3.75,4.5,3.75,1.25,0.17,2,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.68,0.0,0.0,2.0,4.33,0.2,0.25,0.0,0
9.0,195.07,8.0,173.55,1.0,21.52,817,44,73000,0,0,1,0,4,3,3,4,4,3,1,10.0,7.25,4.25,3.0,0.5825,2,2,0,1.0,2.0,0.0,1.0,2.0,0.0,0.75,1.58,0.0,3.67,4.0,0.27,0.24,0.0,3
13.0,66.46,11.0,48.42,2.0,18.04,727,23,64000,1,0,0,0,5,3,3,4,5,5,4,7.0,5.8,7.0,4.0,0.4599999999999999,4,0,0,2.0,0.0,0.0,2.0,0.0,0.0,1.6,0.0,0.0,2.33,1.67,0.09,0.09,0.0,4
2.0,11.07,2.0,11.07,0.0,0.0,199,66,44000,0,0,1,0,4,2,0,4,4,4,2,4.25,5.0,3.25,0.0,0.0,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.02,0.06,0.0,5
3.0,40.69,1.0,13.32,2.0,27.37,329,57,86000,0,0,1,0,6,3,1,3,6,6,4,5.0,5.0,5.0,0.0,0.1666666666666666,2,0,2,1.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.5,3.0,4.0,0.06,0.12,0.0,2
7.0,58.12,4.0,30.24,3.0,27.88,244,50,36000,0,1,0,0,4,2,1,3,4,4,2,6.25,5.5,4.25,0.0,0.145,2,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.58,3.67,2.67,0.08,0.24,0.0,0
1.0,18.87,1.0,18.87,0.0,0.0,112,79,89000,0,0,1,0,5,3,0,4,5,3,3,11.4,8.0,3.0,0.0,0.0,0,3,1,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.03,0.17,0.0,5
4.0,91.27,4.0,91.27,0.0,0.0,249,62,87000,0,1,0,0,4,3,3,4,4,3,2,9.75,7.75,4.0,2.75,0.4725,1,2,0,1.0,1.0,0.0,1.0,1.0,0.0,0.61,0.64,0.0,2.33,0.0,0.13,0.37,0.0,3
10.0,95.4,8.0,85.91,2.0,9.49,280,28,44000,0,0,1,0,4,3,2,4,4,4,3,7.5,7.25,3.5,3.0,0.13,1,1,1,1.0,1.0,0.0,1.0,0.5,0.0,0.1,0.21,0.0,2.33,3.0,0.13,0.34,0.0,0
19.0,70.51,18.0,65.1,1.0,5.41,318,30,68000,0,0,1,0,6,4,1,5,6,6,4,9.166666666666666,6.833333333333333,6.5,0.3333333333333333,0.1466666666666666,3,2,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.88,0.0,3.0,2.0,0.1,0.22,0.0,5
10.0,279.69,9.0,248.58,1.0,31.11,865,55,119000,0,1,0,0,4,2,2,3,4,4,2,6.25,6.75,2.25,1.0,0.4599999999999999,1,2,1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.84,0.0,4.0,4.67,0.39,0.32,0.0,3
3.0,63.41,1.0,16.54,2.0,46.87,166,53,81000,0,0,1,0,3,2,1,3,3,3,1,2.333333333333333,5.0,1.0,1.0,0.0699999999999999,0,1,1,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.21,0.0,4.33,3.67,0.09,0.38,0.0,0
4.0,76.23,4.0,76.23,0.0,0.0,912,77,84000,0,0,1,0,5,2,1,5,5,4,3,8.4,6.2,4.6,0.6,0.192,2,2,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96,0.0,3.33,0.0,0.11,0.08,0.0,5
8.0,100.14,8.0,100.14,0.0,0.0,552,36,52000,0,1,0,0,4,3,3,4,4,3,3,11.75,6.75,7.0,5.75,0.495,1,2,0,1.0,1.0,0.0,1.0,1.0,0.0,0.6499999999999999,0.68,0.0,2.33,0.0,0.14,0.18,0.0,3
3.0,65.14,3.0,65.14,0.0,0.0,93,51,79000,0,0,1,0,5,4,3,3,5,5,2,7.0,6.4,5.4,2.4,0.312,2,1,1,1.0,1.0,1.0,0.5,1.0,1.0,0.16,0.68,0.56,3.33,0.0,0.09,0.7,0.0,2
7.0,134.47,6.0,117.31,1.0,17.16,1,55,65000,0,1,0,0,5,5,4,2,5,4,4,10.0,7.4,5.4,5.4,0.522,1,2,1,1.0,2.0,1.0,1.0,2.0,0.0,0.575,1.46,0.0,4.0,3.33,0.19,134.47,0.0,3
6.0,131.33,6.0,131.33,0.0,0.0,1247,45,87000,0,1,0,0,5,5,4,4,5,5,4,4.8,5.8,3.2,3.2,0.522,2,1,1,2.0,1.0,1.0,2.0,1.0,0.0,1.58,0.515,0.0,3.33,0.0,0.18,0.11,0.0,4
5.0,19.32,4.0,17.09,1.0,2.23,283,75,48000,0,0,1,0,3,1,0,3,3,1,1,15.666666666666666,9.0,4.333333333333333,0.0,0.0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.0,0.03,0.07,0.0,0
3.0,21.13,3.0,21.13,0.0,0.0,157,61,52000,0,0,1,0,5,2,0,5,5,5,1,6.0,6.0,4.4,0.0,0.0,2,1,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03,0.13,0.0,5
6.0,18.76,6.0,18.76,0.0,0.0,322,35,52000,0,1,0,0,5,4,2,2,5,5,5,6.0,5.6,4.4,0.4,0.286,2,1,1,2.0,1.0,0.5,0.0,1.0,0.5,0.0,0.6,0.415,1.33,0.0,0.03,0.06,0.0,5
7.0,26.12,7.0,26.12,0.0,0.0,197,29,65000,0,0,1,0,5,4,2,4,5,4,3,9.0,6.0,4.4,1.0,0.314,2,2,1,2.0,1.0,1.0,1.0,0.0,1.0,0.65,0.0,0.92,3.67,0.0,0.04,0.13,0.0,2
5.0,90.7,4.0,72.26,1.0,18.44,57,73,87000,0,0,1,0,4,4,1,3,4,4,3,7.5,7.25,5.5,2.5,0.1425,3,1,0,3.0,1.0,0.0,1.0,0.0,0.0,0.57,0.0,0.0,4.33,2.33,0.13,1.59,0.0,5
6.0,146.62,5.0,115.48,1.0,31.14,512,52,103000,0,0,1,0,5,3,3,4,5,4,3,8.4,6.6,4.6,3.6,0.486,2,2,1,2.0,1.0,0.0,2.0,1.0,0.0,1.64,0.79,0.0,4.67,3.0,0.21,0.29,0.0,4
17.0,732.34,17.0,732.34,0.0,0.0,976,68,59000,0,1,0,0,5,5,3,4,5,5,4,6.4,5.6,5.6,3.0,0.562,3,1,1,3.0,1.0,1.0,2.0,0.0,1.0,1.81,0.0,1.0,2.67,0.0,1.03,0.75,0.01,1
10.0,1027.14,9.0,1001.64,1.0,25.5,460,58,111000,0,1,0,0,5,4,1,3,5,5,5,6.0,5.0,6.0,1.0,0.2,3,0,1,2.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,3.67,3.33,1.44,2.23,0.01,1
0.0,0.0,0.0,0.0,0.0,0.0,170,46,71000,1,0,0,0,4,4,0,3,4,2,2,15.0,9.25,5.5,0.0,0.0,1,2,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5.0,72.65,5.0,72.65,0.0,0.0,1775,58,57000,0,1,0,0,6,4,4,6,6,6,3,6.5,6.666666666666667,3.8333333333333335,2.5,0.4649999999999999,2,2,0,1.5,1.5,0.0,1.5,1.5,0.0,1.375,0.735,0.0,1.67,0.0,0.1,0.04,0.0,3
4.0,17.0,2.0,15.99,2.0,1.01,107,20,42000,0,0,1,0,5,0,0,5,5,4,1,8.0,7.0,1.8,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.0,0.02,0.16,0.0,0
3.0,703.89,1.0,666.86,2.0,37.03,323,75,98000,0,1,0,0,3,1,0,1,3,3,3,6.666666666666667,6.666666666666667,4.0,0.0,0.0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,3.0,0.99,2.18,0.01,1
12.0,37.85,10.0,34.39,2.0,3.46,1445,51,36000,0,0,1,0,3,2,1,3,3,2,2,12.333333333333334,9.0,3.333333333333333,0.6666666666666666,0.1899999999999999,0,3,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.57,0.0,2.0,1.0,0.05,0.03,0.0,0
17.0,275.31,17.0,275.31,0.0,0.0,467,45,56000,0,1,0,0,5,4,3,4,5,5,3,9.0,7.2,5.8,4.4,0.584,3,2,0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.92,0.0,2.67,0.0,0.39,0.59,0.0,4
8.0,22.57,7.0,20.8,1.0,1.77,319,25,73000,0,0,1,0,5,3,0,5,5,5,3,6.4,6.6,2.4,0.0,0.0,1,3,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.33,0.03,0.07,0.0,5
8.0,41.29,7.0,36.77,1.0,4.52,154,28,65000,0,0,1,0,4,3,1,4,4,4,3,5.5,6.0,4.5,1.25,0.2,2,1,0,1.0,1.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,1.33,3.0,0.06,0.27,0.0,5
1.0,16.62,1.0,16.62,0.0,0.0,307,72,77000,0,1,0,0,5,5,1,3,5,5,5,6.4,6.4,4.0,0.0,0.05,2,2,1,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,4.33,0.0,0.02,0.05,0.0,5
17.0,182.37,17.0,182.37,0.0,0.0,389,41,44000,0,1,0,0,4,4,3,4,4,4,2,8.5,7.0,2.5,2.0,0.6775,0,2,0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,1.355,0.0,2.67,0.0,0.26,0.47,0.0,3
8.0,215.12,8.0,215.12,0.0,0.0,832,56,90000,0,0,1,0,3,3,3,3,3,3,2,9.0,8.0,2.333333333333333,2.333333333333333,0.9233333333333332,0,3,0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.77,0.0,2.33,0.0,0.3,0.26,0.0,3
12.0,15.02,11.0,14.57,1.0,0.45,746,48,58000,1,0,0,0,6,6,0,6,6,5,3,8.333333333333334,6.5,5.833333333333333,0.0,0.0,3,1,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.33,0.02,0.02,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,311,53,57000,0,0,1,0,3,3,0,2,3,3,1,0.0,3.6666666666666665,0.0,0.0,0.0,0,0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,210.03,7.0,143.82,3.0,66.21,781,68,78000,0,0,1,0,4,4,4,4,4,4,2,8.0,6.5,5.0,5.0,0.6825,2,2,0,2.0,2.0,0.0,2.0,2.0,0.0,1.31,1.42,0.0,2.67,2.33,0.29,0.27,0.0,4
7.0,173.04,6.0,150.46,1.0,22.58,468,50,90000,0,0,1,0,3,3,2,3,3,3,2,6.666666666666667,8.0,1.3333333333333333,1.3333333333333333,0.5466666666666667,0,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8200000000000001,0.0,3.33,3.0,0.24,0.37,0.0,0
4.0,105.11,3.0,80.04,1.0,25.07,583,55,109000,0,0,1,0,4,0,0,3,4,3,2,12.5,7.25,6.75,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,4.33,0.15,0.18,0.0,0
5.0,51.58,3.0,32.7,2.0,18.88,238,64,36000,0,1,0,0,5,4,2,4,5,4,3,7.0,5.4,4.0,0.0,0.212,2,1,2,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.06,2.0,3.0,0.07,0.22,0.0,2
3.0,43.39,3.0,43.39,0.0,0.0,518,78,78000,0,1,0,0,2,1,1,2,2,2,1,7.5,6.0,7.5,5.0,0.35,2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,4.33,0.0,0.06,0.08,0.0,0
7.0,30.85,7.0,30.85,0.0,0.0,140,22,73000,1,0,0,0,6,5,1,3,6,5,4,11.166666666666666,7.5,6.666666666666667,0.5,0.1183333333333333,1,3,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,2.0,0.0,0.04,0.22,0.0,5
16.0,315.3,15.0,300.38,1.0,14.92,419,55,72000,0,0,1,0,6,3,3,5,6,5,3,8.333333333333334,6.5,3.1666666666666665,2.0,0.3683333333333333,1,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9,0.56,3.67,2.0,0.44,0.75,0.0,3
11.0,225.37,9.0,174.9,2.0,50.47,221,91,80000,0,1,0,0,4,4,4,4,4,4,2,6.75,6.5,3.75,3.75,0.745,2,2,0,2.0,2.0,0.0,2.0,2.0,0.0,1.3,1.6800000000000002,0.0,4.0,4.67,0.32,1.02,0.0,4
7.0,22.74,1.0,3.52,6.0,19.22,1092,27,61000,0,0,1,0,1,0,0,1,1,1,0,0.0,4.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.0,0.03,0.02,0.0,0
5.0,108.75,3.0,61.7,2.0,47.05,1032,73,87000,0,1,0,0,3,2,2,3,3,3,0,6.666666666666667,7.0,4.0,3.333333333333333,0.4533333333333333,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.68,0.0,0.0,3.33,5.0,0.15,0.11,0.0,0
4.0,8.14,4.0,8.14,0.0,0.0,1225,50,55000,1,0,0,0,5,4,0,5,5,5,3,7.0,7.2,2.2,0.0,0.0,1,2,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.01,0.01,0.0,5
9.0,32.48,8.0,27.62,1.0,4.86,221,34,62000,0,0,1,0,5,5,3,5,5,5,5,7.8,7.8,3.0,2.2,0.388,1,2,0,1.0,2.0,0.0,1.0,1.0,0.0,0.9,0.52,0.0,2.0,2.0,0.05,0.15,0.0,3
3.0,7.9,2.0,2.99,1.0,4.91,97,55,41000,0,0,1,0,5,2,0,4,5,5,2,6.0,6.0,4.4,0.0,0.0,3,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,0.01,0.08,0.0,5
3.0,53.23,3.0,53.23,0.0,0.0,110,45,50000,0,0,1,0,6,6,4,4,6,6,4,7.833333333333333,6.0,4.5,2.833333333333333,0.415,2,2,1,2.0,2.0,1.0,1.0,2.0,0.0,0.2,1.575,0.0,4.0,0.0,0.07,0.48,0.0,3
8.0,190.49,8.0,190.49,0.0,0.0,1785,68,93000,0,0,1,0,4,4,4,4,4,4,1,3.75,6.25,1.75,1.75,0.5175,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.71,0.42,0.47,3.67,0.0,0.27,0.11,0.0,2
6.0,24.63,4.0,17.72,2.0,6.91,248,34,47000,0,0,1,0,5,1,1,4,5,5,2,3.4,5.6,2.6,0.6,0.1639999999999999,1,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.0,2.0,1.67,0.03,0.1,0.0,5
9.0,140.2,8.0,129.51,1.0,10.69,891,39,61000,0,0,1,0,5,4,3,5,5,4,2,9.4,7.6,2.4,1.0,0.388,0,4,1,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.56,0.38,2.0,3.33,0.2,0.16,0.0,3
6.0,111.08,3.0,59.19,3.0,51.89,1075,58,72000,0,0,1,0,2,1,1,2,2,2,1,7.5,8.5,3.5,2.5,0.465,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.93,0.0,0.0,4.67,3.67,0.16,0.1,0.0,0
22.0,54.88,22.0,54.88,0.0,0.0,1712,20,37000,0,0,1,0,6,6,2,5,6,6,4,5.333333333333333,5.833333333333333,4.666666666666667,0.8333333333333334,0.185,3,1,1,3.0,1.0,1.0,0.5,0.0,1.0,0.15,0.0,0.81,1.33,0.0,0.08,0.03,0.0,2
12.0,296.13,11.0,257.71,1.0,38.42,476,70,103000,0,1,0,0,5,4,3,5,5,4,4,12.0,8.0,5.8,2.8,0.5599999999999999,1,2,0,1.0,1.0,0.0,0.5,1.0,0.0,0.425,0.975,0.0,3.33,3.33,0.41,0.62,0.0,3
4.0,15.11,3.0,11.99,1.0,3.12,197,55,32000,0,1,0,0,4,3,0,3,4,4,3,6.25,6.25,2.25,0.0,0.0,1,2,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,4.0,0.02,0.08,0.0,0
7.0,178.91,7.0,178.91,0.0,0.0,1109,70,96000,0,1,0,0,5,5,5,5,5,4,3,9.4,7.2,4.0,4.0,0.504,1,3,1,1.0,3.0,1.0,1.0,3.0,1.0,0.55,1.7799999999999998,0.19,4.67,0.0,0.25,0.16,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,118,64,56000,0,1,0,0,3,3,0,2,3,3,2,2.333333333333333,4.666666666666667,1.0,0.0,0.0,0,1,2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,117.12,7.0,117.12,0.0,0.0,348,63,61000,0,1,0,0,6,5,4,5,6,6,5,7.0,6.333333333333333,5.0,2.833333333333333,0.5933333333333334,3,2,1,2.0,2.0,1.0,2.0,1.0,1.0,1.8,0.88,0.88,2.0,0.0,0.16,0.34,0.0,4
10.0,231.73,10.0,231.73,0.0,0.0,1069,63,88000,0,1,0,0,4,2,2,3,4,3,3,11.75,8.5,5.0,1.25,0.45,1,3,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.8,0.0,4.33,0.0,0.32,0.22,0.0,3
12.0,99.71,10.0,83.44,2.0,16.27,736,19,32000,0,1,0,0,5,4,3,3,5,5,3,3.0,4.4,1.4,1.0,0.54,1,1,2,1.0,0.0,2.0,1.0,0.0,1.5,0.95,0.0,1.25,1.67,3.33,0.14,0.14,0.0,2
4.0,110.35,1.0,25.24,3.0,85.11,286,50,99000,0,1,0,0,3,2,0,3,3,2,1,11.666666666666666,9.0,4.0,0.0,0.0,1,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,4.0,0.15,0.39,0.0,0
19.0,45.14,19.0,45.14,0.0,0.0,1564,39,35000,0,1,0,0,5,4,2,4,5,4,4,9.0,6.4,6.0,2.0,0.25,2,1,0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.4166666666666667,0.0,0.0,1.67,0.0,0.06,0.03,0.0,4
